"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1546394400";"02.01.2019 04:00";"8,81";"8,81";"8,81";"8,81"
"1546398000";"02.01.2019 05:00";"22,67";"22,67";"22,67";"22,67"
"1546401600";"02.01.2019 06:00";"43,28";"43,28";"43,28";"43,28"
"1546405200";"02.01.2019 07:00";"44,64";"44,64";"44,64";"44,64"
"1546408800";"02.01.2019 08:00";"49,64";"49,64";"49,64";"49,64"
"1546412400";"02.01.2019 09:00";"49,96";"49,96";"49,96";"49,96"
"1546416000";"02.01.2019 10:00";"50,74";"50,74";"50,74";"50,74"
"1546419600";"02.01.2019 11:00";"49,99";"49,99";"49,99";"49,99"
"1546423200";"02.01.2019 12:00";"50,25";"50,25";"50,25";"50,25"
"1546426800";"02.01.2019 13:00";"49,94";"49,94";"49,94";"49,94"
"1546430400";"02.01.2019 14:00";"49,97";"49,97";"49,97";"49,97"
"1546434000";"02.01.2019 15:00";"50,93";"50,93";"50,93";"50,93"
"1546437600";"02.01.2019 16:00";"52,38";"52,38";"52,38";"52,38"
"1546441200";"02.01.2019 17:00";"54,67";"54,67";"54,67";"54,67"
"1546444800";"02.01.2019 18:00";"55,58";"55,58";"55,58";"55,58"
"1546448400";"02.01.2019 19:00";"55,39";"55,39";"55,39";"55,39"
"1546452000";"02.01.2019 20:00";"54,9";"54,9";"54,9";"54,9"
"1546455600";"02.01.2019 21:00";"53,86";"53,86";"53,86";"53,86"
"1546459200";"02.01.2019 22:00";"52,71";"52,71";"52,71";"52,71"
"1546462800";"02.01.2019 23:00";"52,09";"48,84";"52,09";"52,09"
"1546466400";"03.01.2019 00:00";"50,76";"39,01";"50,76";"50,76"
"1546470000";"03.01.2019 01:00";"49,8";"40,29";"49,8";"49,8"
"1546473600";"03.01.2019 02:00";"48,89";"37,05";"48,89";"48,89"
"1546477200";"03.01.2019 03:00";"48,31";"35,37";"48,31";"48,31"
"1546480800";"03.01.2019 04:00";"48,4";"36,03";"48,4";"48,4"
"1546484400";"03.01.2019 05:00";"48,79";"38,35";"48,79";"48,79"
"1546488000";"03.01.2019 06:00";"49,61";"49,61";"49,61";"49,61"
"1546491600";"03.01.2019 07:00";"51,55";"51,17";"51,55";"51,55"
"1546495200";"03.01.2019 08:00";"57,09";"53,91";"57,09";"57,09"
"1546498800";"03.01.2019 09:00";"58,86";"58,86";"58,86";"58,86"
"1546502400";"03.01.2019 10:00";"59,14";"59,14";"59,14";"59,14"
"1546506000";"03.01.2019 11:00";"58,19";"58,19";"58,19";"58,19"
"1546509600";"03.01.2019 12:00";"61,47";"61,47";"61,47";"61,47"
"1546513200";"03.01.2019 13:00";"62";"62";"62";"62"
"1546516800";"03.01.2019 14:00";"63,12";"63,12";"63,12";"63,12"
"1546520400";"03.01.2019 15:00";"63,67";"63,67";"63,67";"63,67"
"1546524000";"03.01.2019 16:00";"66,13";"66,13";"66,13";"66,13"
"1546527600";"03.01.2019 17:00";"68,41";"68,41";"68,41";"68,41"
"1546531200";"03.01.2019 18:00";"69,55";"69,55";"69,55";"69,55"
"1546534800";"03.01.2019 19:00";"65,67";"65,67";"65,67";"65,67"
"1546538400";"03.01.2019 20:00";"61,51";"61,51";"61,51";"61,51"
"1546542000";"03.01.2019 21:00";"57,6";"57,6";"56,04";"57,6"
"1546545600";"03.01.2019 22:00";"54,44";"54,44";"54,44";"54,44"
"1546549200";"03.01.2019 23:00";"52,09";"52,09";"52,09";"52,09"
"1546552800";"04.01.2019 00:00";"49,98";"49,98";"49,98";"49,98"
"1546556400";"04.01.2019 01:00";"49,87";"49,87";"49,87";"49,87"
"1546560000";"04.01.2019 02:00";"47,97";"47,97";"47,97";"47,97"
"1546563600";"04.01.2019 03:00";"47,07";"47,07";"47,07";"47,07"
"1546567200";"04.01.2019 04:00";"47,05";"47,05";"47,05";"47,05"
"1546570800";"04.01.2019 05:00";"47,43";"47,43";"47,43";"47,43"
"1546574400";"04.01.2019 06:00";"48,58";"48,58";"48,58";"48,58"
"1546578000";"04.01.2019 07:00";"51,2";"51,2";"51,2";"51,2"
"1546581600";"04.01.2019 08:00";"57,77";"57,77";"57,77";"57,77"
"1546585200";"04.01.2019 09:00";"60,04";"60,04";"60,04";"60,04"
"1546588800";"04.01.2019 10:00";"59,94";"59,94";"59,94";"59,94"
"1546592400";"04.01.2019 11:00";"59,92";"59,92";"59,92";"59,92"
"1546596000";"04.01.2019 12:00";"57,99";"57,99";"57,99";"57,99"
"1546599600";"04.01.2019 13:00";"58,43";"58,43";"58,43";"58,43"
"1546603200";"04.01.2019 14:00";"57,98";"57,98";"57,98";"57,98"
"1546606800";"04.01.2019 15:00";"58,37";"58,37";"58,37";"58,37"
"1546610400";"04.01.2019 16:00";"60,67";"60,67";"60,67";"60,67"
"1546614000";"04.01.2019 17:00";"59,95";"59,95";"59,95";"59,95"
"1546617600";"04.01.2019 18:00";"59,92";"59,92";"59,92";"59,92"
"1546621200";"04.01.2019 19:00";"57,58";"57,58";"57,58";"57,58"
"1546624800";"04.01.2019 20:00";"59,1";"59,1";"59,1";"59,1"
"1546628400";"04.01.2019 21:00";"54,22";"54,22";"54,22";"54,22"
"1546632000";"04.01.2019 22:00";"50,45";"50,45";"50,45";"50,45"
"1546635600";"04.01.2019 23:00";"49,79";"49,79";"49,79";"49,79"
"1546639200";"05.01.2019 00:00";"49,02";"49,02";"49,02";"49,02"
"1546642800";"05.01.2019 01:00";"48,42";"48,42";"48,42";"48,42"
"1546646400";"05.01.2019 02:00";"47,52";"47,52";"47,52";"47,52"
"1546650000";"05.01.2019 03:00";"47,19";"46,98";"47,19";"47,19"
"1546653600";"05.01.2019 04:00";"47";"47";"47";"47"
"1546657200";"05.01.2019 05:00";"47,01";"47,01";"47,01";"47,01"
"1546660800";"05.01.2019 06:00";"47,33";"47,33";"47,33";"47,33"
"1546664400";"05.01.2019 07:00";"47,59";"47,59";"47,59";"47,59"
"1546668000";"05.01.2019 08:00";"48,22";"48,22";"48,22";"48,22"
"1546671600";"05.01.2019 09:00";"49,99";"49,99";"49,99";"49,99"
"1546675200";"05.01.2019 10:00";"51,47";"51,47";"51,47";"51,47"
"1546678800";"05.01.2019 11:00";"52,53";"52,53";"52,53";"52,53"
"1546682400";"05.01.2019 12:00";"53,49";"53,49";"53,49";"53,49"
"1546686000";"05.01.2019 13:00";"53,64";"53,64";"53,64";"53,64"
"1546689600";"05.01.2019 14:00";"52,93";"52,93";"52,93";"52,93"
"1546693200";"05.01.2019 15:00";"52,45";"52,45";"52,45";"52,45"
"1546696800";"05.01.2019 16:00";"57,13";"56,59";"57,13";"57,13"
"1546700400";"05.01.2019 17:00";"62,87";"62,87";"62,87";"62,87"
"1546704000";"05.01.2019 18:00";"61,07";"61,07";"61,07";"61,07"
"1546707600";"05.01.2019 19:00";"60,51";"60,51";"60,51";"60,51"
"1546711200";"05.01.2019 20:00";"58,88";"58,88";"58,88";"58,88"
"1546714800";"05.01.2019 21:00";"52,75";"52,75";"52,75";"52,75"
"1546718400";"05.01.2019 22:00";"51,9";"51,9";"51,9";"51,9"
"1546722000";"05.01.2019 23:00";"51,13";"51,13";"51,13";"51,13"
"1546725600";"06.01.2019 00:00";"50,21";"50,21";"50,21";"50,21"
"1546729200";"06.01.2019 01:00";"50,29";"50,29";"50,29";"50,29"
"1546732800";"06.01.2019 02:00";"49,03";"49,03";"49,03";"49,03"
"1546736400";"06.01.2019 03:00";"48,81";"48,81";"48,81";"48,81"
"1546740000";"06.01.2019 04:00";"48,66";"48,66";"48,66";"48,66"
"1546743600";"06.01.2019 05:00";"47,82";"47,82";"47,82";"47,82"
"1546747200";"06.01.2019 06:00";"48,72";"48,72";"48,72";"48,72"
"1546750800";"06.01.2019 07:00";"49,38";"49,38";"49,38";"49,38"
"1546754400";"06.01.2019 08:00";"49,65";"49,65";"49,65";"49,65"
"1546758000";"06.01.2019 09:00";"50,44";"50,44";"50,44";"50,44"
"1546761600";"06.01.2019 10:00";"51,68";"51,68";"51,68";"51,68"
"1546765200";"06.01.2019 11:00";"52,35";"52,35";"52,35";"52,35"
"1546768800";"06.01.2019 12:00";"52,77";"52,77";"52,77";"52,77"
"1546772400";"06.01.2019 13:00";"52,86";"52,86";"52,86";"52,86"
"1546776000";"06.01.2019 14:00";"52,44";"52,44";"52,44";"52,44"
"1546779600";"06.01.2019 15:00";"51,52";"51,52";"51,52";"51,52"
"1546783200";"06.01.2019 16:00";"51,57";"51,57";"51,57";"51,57"
"1546786800";"06.01.2019 17:00";"53,4";"53,4";"53,28";"53,28"
"1546790400";"06.01.2019 18:00";"61,91";"61,91";"55,25";"55,25"
"1546794000";"06.01.2019 19:00";"61,36";"61,36";"54,25";"54,25"
"1546797600";"06.01.2019 20:00";"58,57";"58,57";"52,9";"52,9"
"1546801200";"06.01.2019 21:00";"51,95";"51,95";"51,95";"51,95"
"1546804800";"06.01.2019 22:00";"51,57";"51,57";"51,57";"51,57"
"1546808400";"06.01.2019 23:00";"50,71";"50,71";"50,71";"50,71"
"1546812000";"07.01.2019 00:00";"49,94";"49,94";"49,94";"49,94"
"1546815600";"07.01.2019 01:00";"48,62";"48,62";"48,62";"48,62"
"1546819200";"07.01.2019 02:00";"47,98";"47,98";"47,98";"47,98"
"1546822800";"07.01.2019 03:00";"47,84";"47,84";"47,84";"47,84"
"1546826400";"07.01.2019 04:00";"46,96";"46,96";"46,96";"46,96"
"1546830000";"07.01.2019 05:00";"48,09";"48,09";"48,09";"48,09"
"1546833600";"07.01.2019 06:00";"49,87";"49,87";"49,87";"49,87"
"1546837200";"07.01.2019 07:00";"53,51";"53,51";"52,74";"52,74"
"1546840800";"07.01.2019 08:00";"66,97";"66,97";"56,79";"56,79"
"1546844400";"07.01.2019 09:00";"72,85";"72,85";"57,94";"57,94"
"1546848000";"07.01.2019 10:00";"73,13";"73,13";"56,9";"56,9"
"1546851600";"07.01.2019 11:00";"72,32";"72,32";"56,28";"56,28"
"1546855200";"07.01.2019 12:00";"69,52";"69,52";"55,56";"55,56"
"1546858800";"07.01.2019 13:00";"67,13";"67,13";"55,14";"55,14"
"1546862400";"07.01.2019 14:00";"65,15";"65,15";"54,16";"54,16"
"1546866000";"07.01.2019 15:00";"61,36";"61,36";"53,73";"53,73"
"1546869600";"07.01.2019 16:00";"62,18";"62,18";"53,25";"53,25"
"1546873200";"07.01.2019 17:00";"68,03";"68,03";"53,26";"53,26"
"1546876800";"07.01.2019 18:00";"67,23";"67,23";"53";"53"
"1546880400";"07.01.2019 19:00";"61,38";"61,38";"51,59";"51,59"
"1546884000";"07.01.2019 20:00";"62,68";"62,68";"51,54";"51,54"
"1546887600";"07.01.2019 21:00";"50,6";"50,6";"50,6";"50,6"
"1546891200";"07.01.2019 22:00";"50,03";"50,03";"50,03";"50,03"
"1546894800";"07.01.2019 23:00";"49,11";"49,11";"49,11";"49,11"
"1546898400";"08.01.2019 00:00";"46,75";"46,75";"46,75";"46,75"
"1546902000";"08.01.2019 01:00";"46,94";"46,94";"46,94";"46,94"
"1546905600";"08.01.2019 02:00";"46,34";"46,34";"46,34";"46,34"
"1546909200";"08.01.2019 03:00";"46,24";"46,24";"46,24";"46,24"
"1546912800";"08.01.2019 04:00";"46,28";"46,28";"46,28";"46,28"
"1546916400";"08.01.2019 05:00";"46,7";"46,7";"46,7";"46,7"
"1546920000";"08.01.2019 06:00";"47,86";"47,86";"47,86";"47,86"
"1546923600";"08.01.2019 07:00";"50,08";"50,08";"50,08";"50,08"
"1546927200";"08.01.2019 08:00";"55,65";"55,65";"55,65";"55,65"
"1546930800";"08.01.2019 09:00";"62,2";"62,2";"55,4";"55,4"
"1546934400";"08.01.2019 10:00";"64,93";"64,93";"55,64";"55,64"
"1546938000";"08.01.2019 11:00";"64,61";"64,61";"55,65";"55,65"
"1546941600";"08.01.2019 12:00";"64,7";"64,7";"55,65";"55,65"
"1546945200";"08.01.2019 13:00";"68,06";"68,06";"53,64";"53,64"
"1546948800";"08.01.2019 14:00";"70,02";"70,02";"55,65";"55,65"
"1546952400";"08.01.2019 15:00";"70,06";"70,06";"57,62";"57,62"
"1546956000";"08.01.2019 16:00";"70,67";"70,67";"55,93";"55,93"
"1546959600";"08.01.2019 17:00";"73,08";"73,08";"55,58";"55,58"
"1546963200";"08.01.2019 18:00";"73,06";"73,06";"55,58";"55,58"
"1546966800";"08.01.2019 19:00";"69,95";"69,95";"57,1";"57,1"
"1546970400";"08.01.2019 20:00";"66,23";"66,23";"54,01";"54,01"
"1546974000";"08.01.2019 21:00";"62,34";"62,34";"50,9";"50,9"
"1546977600";"08.01.2019 22:00";"49,7";"49,7";"49,7";"49,7"
"1546981200";"08.01.2019 23:00";"49,03";"49,03";"49,03";"49,03"
"1546984800";"09.01.2019 00:00";"46,45";"46,45";"46,45";"46,45"
"1546988400";"09.01.2019 01:00";"45,75";"45,75";"45,75";"45,75"
"1546992000";"09.01.2019 02:00";"44,41";"44,41";"44,41";"44,41"
"1546995600";"09.01.2019 03:00";"43,87";"43,87";"43,87";"43,87"
"1546999200";"09.01.2019 04:00";"43,93";"43,93";"43,93";"43,93"
"1547002800";"09.01.2019 05:00";"45,55";"45,55";"45,55";"45,55"
"1547006400";"09.01.2019 06:00";"49,43";"48,21";"49,61";"49,43"
"1547010000";"09.01.2019 07:00";"59,24";"59,24";"59,06";"59,24"
"1547013600";"09.01.2019 08:00";"65,04";"65,04";"65,04";"65,04"
"1547017200";"09.01.2019 09:00";"64,93";"64,93";"64,93";"64,93"
"1547020800";"09.01.2019 10:00";"65,53";"65,53";"62,33";"62,33"
"1547024400";"09.01.2019 11:00";"65,31";"65,31";"62,57";"62,57"
"1547028000";"09.01.2019 12:00";"65,82";"65,82";"65,82";"65,82"
"1547031600";"09.01.2019 13:00";"66,6";"66,6";"66,6";"66,6"
"1547035200";"09.01.2019 14:00";"67,08";"67,08";"67,08";"67,08"
"1547038800";"09.01.2019 15:00";"66,44";"66,44";"66,44";"66,44"
"1547042400";"09.01.2019 16:00";"69,52";"69,52";"69,52";"69,52"
"1547046000";"09.01.2019 17:00";"70,47";"70,47";"70,47";"70,47"
"1547049600";"09.01.2019 18:00";"70,43";"70,43";"70,43";"70,43"
"1547053200";"09.01.2019 19:00";"67,09";"67,09";"67,09";"67,09"
"1547056800";"09.01.2019 20:00";"66,73";"66,73";"58,77";"58,77"
"1547060400";"09.01.2019 21:00";"52,98";"52,98";"52,98";"52,98"
"1547064000";"09.01.2019 22:00";"51,68";"51,68";"51,68";"51,68"
"1547067600";"09.01.2019 23:00";"50,96";"50,96";"50,96";"50,96"
"1547071200";"10.01.2019 00:00";"49,96";"49,96";"49,96";"49,96"
"1547074800";"10.01.2019 01:00";"50,51";"50,51";"50,51";"50,51"
"1547078400";"10.01.2019 02:00";"49,98";"49,98";"49,98";"49,98"
"1547082000";"10.01.2019 03:00";"49,55";"49,55";"49,55";"49,55"
"1547085600";"10.01.2019 04:00";"49,98";"49,98";"49,98";"49,98"
"1547089200";"10.01.2019 05:00";"49,94";"49,94";"49,94";"49,94"
"1547092800";"10.01.2019 06:00";"51,9";"51,9";"51,9";"51,9"
"1547096400";"10.01.2019 07:00";"59,32";"59,32";"59,32";"59,32"
"1547100000";"10.01.2019 08:00";"70,86";"70,86";"70,86";"70,86"
"1547103600";"10.01.2019 09:00";"79,23";"79,23";"79,23";"79,23"
"1547107200";"10.01.2019 10:00";"79,17";"79,17";"79,17";"79,17"
"1547110800";"10.01.2019 11:00";"78,55";"78,55";"78,55";"78,55"
"1547114400";"10.01.2019 12:00";"77,44";"77,92";"77,44";"77,44"
"1547118000";"10.01.2019 13:00";"74,56";"74,56";"69,66";"69,66"
"1547121600";"10.01.2019 14:00";"73,2";"73,2";"63,61";"63,61"
"1547125200";"10.01.2019 15:00";"74,24";"74,24";"59,94";"59,94"
"1547128800";"10.01.2019 16:00";"73,59";"73,59";"59,01";"59,01"
"1547132400";"10.01.2019 17:00";"74,94";"74,94";"59,57";"59,57"
"1547136000";"10.01.2019 18:00";"81,45";"81,45";"59,21";"59,21"
"1547139600";"10.01.2019 19:00";"75,67";"77,82";"56,38";"56,38"
"1547143200";"10.01.2019 20:00";"73,58";"74,38";"54,28";"54,28"
"1547146800";"10.01.2019 21:00";"60,6";"60,6";"52,78";"52,78"
"1547150400";"10.01.2019 22:00";"52,01";"52,01";"52,01";"52,01"
"1547154000";"10.01.2019 23:00";"49,99";"49,99";"49,99";"49,99"
"1547157600";"11.01.2019 00:00";"48,11";"48,11";"48,11";"48,11"
"1547161200";"11.01.2019 01:00";"47,84";"47,84";"47,84";"47,84"
"1547164800";"11.01.2019 02:00";"46,58";"46,58";"46,58";"46,58"
"1547168400";"11.01.2019 03:00";"45,74";"45,74";"45,74";"45,74"
"1547172000";"11.01.2019 04:00";"43,81";"43,81";"43,81";"43,81"
"1547175600";"11.01.2019 05:00";"46,24";"46,24";"46,24";"46,24"
"1547179200";"11.01.2019 06:00";"47,69";"47,69";"47,69";"47,69"
"1547182800";"11.01.2019 07:00";"56,02";"56,02";"55,06";"55,06"
"1547186400";"11.01.2019 08:00";"66,22";"66,22";"56,55";"56,55"
"1547190000";"11.01.2019 09:00";"67,19";"67,19";"56,63";"56,63"
"1547193600";"11.01.2019 10:00";"62,07";"62,07";"56,02";"56,02"
"1547197200";"11.01.2019 11:00";"60,45";"60,45";"55,41";"55,41"
"1547200800";"11.01.2019 12:00";"60,43";"60,43";"53,83";"53,83"
"1547204400";"11.01.2019 13:00";"60,41";"60,41";"52,73";"52,73"
"1547208000";"11.01.2019 14:00";"59,95";"59,95";"52,31";"52,31"
"1547211600";"11.01.2019 15:00";"59,11";"59,11";"54,92";"54,92"
"1547215200";"11.01.2019 16:00";"59,1";"59,1";"56,36";"56,36"
"1547218800";"11.01.2019 17:00";"60,55";"60,55";"56,38";"56,38"
"1547222400";"11.01.2019 18:00";"60,52";"60,52";"55,86";"55,86"
"1547226000";"11.01.2019 19:00";"59,14";"59,14";"55,68";"55,68"
"1547229600";"11.01.2019 20:00";"58,78";"58,78";"49,64";"49,64"
"1547233200";"11.01.2019 21:00";"54,82";"54,82";"48,93";"48,93"
"1547236800";"11.01.2019 22:00";"48,34";"48,34";"48,34";"48,34"
"1547240400";"11.01.2019 23:00";"47,54";"47,54";"47,54";"47,54"
"1547244000";"12.01.2019 00:00";"45,03";"45,03";"45,03";"45,03"
"1547247600";"12.01.2019 01:00";"47,24";"47,24";"47,24";"47,24"
"1547251200";"12.01.2019 02:00";"45,88";"45,88";"45,88";"45,88"
"1547254800";"12.01.2019 03:00";"44,61";"44,61";"44,61";"44,61"
"1547258400";"12.01.2019 04:00";"42,9";"42,9";"42,9";"42,9"
"1547262000";"12.01.2019 05:00";"42,03";"42,03";"42,03";"42,03"
"1547265600";"12.01.2019 06:00";"42";"42";"42";"42"
"1547269200";"12.01.2019 07:00";"44,06";"44,06";"44,06";"44,06"
"1547272800";"12.01.2019 08:00";"46,39";"46,39";"46,39";"46,39"
"1547276400";"12.01.2019 09:00";"48,02";"48,02";"48,02";"48,02"
"1547280000";"12.01.2019 10:00";"49,91";"49,91";"49,91";"49,91"
"1547283600";"12.01.2019 11:00";"50,3";"50,3";"50,3";"50,3"
"1547287200";"12.01.2019 12:00";"50,32";"50,32";"50,32";"50,32"
"1547290800";"12.01.2019 13:00";"50,32";"50,32";"50,32";"50,32"
"1547294400";"12.01.2019 14:00";"49,95";"49,95";"49,95";"49,95"
"1547298000";"12.01.2019 15:00";"50,09";"50,09";"50,09";"50,09"
"1547301600";"12.01.2019 16:00";"50,82";"50,82";"50,82";"50,82"
"1547305200";"12.01.2019 17:00";"57,1";"57,1";"51,7";"51,7"
"1547308800";"12.01.2019 18:00";"57,48";"57,48";"52,96";"52,96"
"1547312400";"12.01.2019 19:00";"52,33";"52,33";"52,33";"52,33"
"1547316000";"12.01.2019 20:00";"51,23";"51,23";"51,23";"51,23"
"1547319600";"12.01.2019 21:00";"50,02";"50,02";"50,02";"50,02"
"1547323200";"12.01.2019 22:00";"49,23";"49,23";"49,23";"49,23"
"1547326800";"12.01.2019 23:00";"48,29";"48,29";"48,29";"48,29"
"1547330400";"13.01.2019 00:00";"47,22";"47,22";"47,22";"47,22"
"1547334000";"13.01.2019 01:00";"49,02";"49,02";"49,02";"49,02"
"1547337600";"13.01.2019 02:00";"48,18";"48,18";"48,18";"48,18"
"1547341200";"13.01.2019 03:00";"48,06";"48,06";"48,06";"48,06"
"1547344800";"13.01.2019 04:00";"48,03";"48,03";"48,03";"48,03"
"1547348400";"13.01.2019 05:00";"47,5";"47,5";"47,5";"47,5"
"1547352000";"13.01.2019 06:00";"47,33";"47,33";"47,33";"47,33"
"1547355600";"13.01.2019 07:00";"47,42";"47,42";"47,42";"47,42"
"1547359200";"13.01.2019 08:00";"47,53";"47,53";"47,53";"47,53"
"1547362800";"13.01.2019 09:00";"48";"48";"48";"48"
"1547366400";"13.01.2019 10:00";"48,78";"48,78";"48,78";"48,78"
"1547370000";"13.01.2019 11:00";"49,47";"49,47";"49,47";"49,47"
"1547373600";"13.01.2019 12:00";"49,85";"49,85";"49,85";"49,85"
"1547377200";"13.01.2019 13:00";"49,87";"49,87";"49,87";"49,87"
"1547380800";"13.01.2019 14:00";"49,36";"49,36";"49,36";"49,36"
"1547384400";"13.01.2019 15:00";"48,73";"48,73";"48,73";"48,73"
"1547388000";"13.01.2019 16:00";"49,21";"49,21";"49,21";"49,21"
"1547391600";"13.01.2019 17:00";"50,17";"50,17";"50,17";"50,17"
"1547395200";"13.01.2019 18:00";"50,29";"50,29";"50,29";"50,29"
"1547398800";"13.01.2019 19:00";"49,57";"49,57";"49,57";"49,57"
"1547402400";"13.01.2019 20:00";"48,63";"48,63";"48,63";"48,63"
"1547406000";"13.01.2019 21:00";"47,3";"47,3";"47,3";"47,3"
"1547409600";"13.01.2019 22:00";"45,81";"45,81";"45,81";"45,81"
"1547413200";"13.01.2019 23:00";"43,56";"43,56";"43,56";"43,56"
"1547416800";"14.01.2019 00:00";"39,23";"39,23";"39,23";"39,23"
"1547420400";"14.01.2019 01:00";"27,75";"27,75";"27,75";"27,75"
"1547424000";"14.01.2019 02:00";"20,7";"20,7";"20,7";"20,7"
"1547427600";"14.01.2019 03:00";"16,54";"16,54";"16,54";"16,54"
"1547431200";"14.01.2019 04:00";"22,75";"22,75";"22,75";"22,75"
"1547434800";"14.01.2019 05:00";"35,45";"35,45";"35,45";"35,45"
"1547438400";"14.01.2019 06:00";"44,66";"44,66";"44,66";"44,66"
"1547442000";"14.01.2019 07:00";"53,94";"53,94";"53,94";"53,94"
"1547445600";"14.01.2019 08:00";"57,99";"57,99";"57,99";"57,99"
"1547449200";"14.01.2019 09:00";"56,67";"56,67";"56,67";"56,67"
"1547452800";"14.01.2019 10:00";"58,19";"58,19";"58,19";"58,19"
"1547456400";"14.01.2019 11:00";"58,28";"58,28";"58,28";"58,28"
"1547460000";"14.01.2019 12:00";"59,22";"59,22";"59,22";"59,22"
"1547463600";"14.01.2019 13:00";"58,15";"58,15";"58,15";"58,15"
"1547467200";"14.01.2019 14:00";"59,24";"59,24";"59,24";"59,24"
"1547470800";"14.01.2019 15:00";"58,49";"58,49";"58,49";"58,49"
"1547474400";"14.01.2019 16:00";"58,25";"58,25";"58,25";"58,25"
"1547478000";"14.01.2019 17:00";"60,74";"60,74";"60,74";"60,74"
"1547481600";"14.01.2019 18:00";"60,02";"60,02";"60,02";"60,02"
"1547485200";"14.01.2019 19:00";"59,32";"59,32";"59,32";"59,32"
"1547488800";"14.01.2019 20:00";"55,72";"55,72";"53,53";"53,53"
"1547492400";"14.01.2019 21:00";"53,04";"53,04";"49,61";"49,61"
"1547496000";"14.01.2019 22:00";"46";"46";"46";"46"
"1547499600";"14.01.2019 23:00";"44,4";"44,4";"44,4";"44,4"
"1547503200";"15.01.2019 00:00";"39,55";"39,55";"39,55";"39,55"
"1547506800";"15.01.2019 01:00";"37,67";"37,67";"37,67";"37,67"
"1547510400";"15.01.2019 02:00";"36,7";"36,7";"36,7";"36,7"
"1547514000";"15.01.2019 03:00";"37,06";"37,06";"37,06";"37,06"
"1547517600";"15.01.2019 04:00";"40,64";"40,64";"40,64";"40,64"
"1547521200";"15.01.2019 05:00";"44,31";"44,31";"44,31";"44,31"
"1547524800";"15.01.2019 06:00";"48,46";"48,46";"48,46";"48,46"
"1547528400";"15.01.2019 07:00";"55,96";"55,96";"55,96";"55,96"
"1547532000";"15.01.2019 08:00";"58,14";"58,14";"58,14";"58,14"
"1547535600";"15.01.2019 09:00";"59,92";"59,92";"59,92";"59,92"
"1547539200";"15.01.2019 10:00";"60,62";"60,62";"60,62";"60,62"
"1547542800";"15.01.2019 11:00";"61,55";"61,55";"61,55";"61,55"
"1547546400";"15.01.2019 12:00";"60,03";"60,03";"60,03";"60,03"
"1547550000";"15.01.2019 13:00";"59,41";"59,41";"59,41";"59,41"
"1547553600";"15.01.2019 14:00";"59,28";"59,28";"59,28";"59,28"
"1547557200";"15.01.2019 15:00";"58,08";"58,08";"58,08";"58,08"
"1547560800";"15.01.2019 16:00";"58,11";"58,11";"58,11";"58,11"
"1547564400";"15.01.2019 17:00";"62,95";"62,95";"62,95";"62,95"
"1547568000";"15.01.2019 18:00";"64,01";"64,01";"64,01";"64,01"
"1547571600";"15.01.2019 19:00";"60,08";"60,08";"60,08";"60,08"
