"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1672646400";"02.01.2023 10:00";"147,05";"147,05";"147,05";"147,05"
"1672650000";"02.01.2023 11:00";"145,61";"145,61";"145,61";"145,61"
"1672653600";"02.01.2023 12:00";"143,35";"143,35";"143,35";"143,35"
"1672657200";"02.01.2023 13:00";"144,38";"144,38";"144,38";"144,38"
"1672660800";"02.01.2023 14:00";"143,76";"143,76";"143,76";"143,76"
"1672664400";"02.01.2023 15:00";"148,2";"148,2";"148,2";"148,2"
"1672668000";"02.01.2023 16:00";"155,34";"155,34";"155,34";"155,34"
"1672671600";"02.01.2023 17:00";"162,89";"162,89";"162,89";"162,89"
"1672675200";"02.01.2023 18:00";"170";"170";"170";"170"
"1672678800";"02.01.2023 19:00";"174,74";"174,74";"174,74";"174,74"
"1672682400";"02.01.2023 20:00";"164,46";"164,46";"164,46";"164,46"
"1672686000";"02.01.2023 21:00";"153";"153";"153";"153"
"1672689600";"02.01.2023 22:00";"141,67";"141,67";"141,67";"141,67"
"1672693200";"02.01.2023 23:00";"131,67";"131,67";"131,67";"131,67"
"1672696800";"03.01.2023 00:00";"118,06";"118,06";"118,06";"118,06"
"1672700400";"03.01.2023 01:00";"78,81";"78,81";"78,81";"78,81"
"1672704000";"03.01.2023 02:00";"73,93";"73,93";"73,93";"73,93"
"1672707600";"03.01.2023 03:00";"73,94";"73,94";"73,94";"73,94"
"1672711200";"03.01.2023 04:00";"71,44";"71,44";"71,44";"71,44"
"1672714800";"03.01.2023 05:00";"72,33";"72,33";"72,33";"72,33"
"1672718400";"03.01.2023 06:00";"77,14";"77,14";"77,14";"77,14"
"1672722000";"03.01.2023 07:00";"102,48";"102,48";"102,48";"102,48"
"1672725600";"03.01.2023 08:00";"154,96";"154,96";"154,96";"154,96"
"1672729200";"03.01.2023 09:00";"163,92";"163,92";"163,92";"163,92"
"1672732800";"03.01.2023 10:00";"167,07";"167,07";"167,07";"167,07"
"1672736400";"03.01.2023 11:00";"168,57";"168,57";"168,57";"168,57"
"1672740000";"03.01.2023 12:00";"169,49";"169,49";"169,49";"169,49"
"1672743600";"03.01.2023 13:00";"164,5";"164,5";"164,5";"164,5"
"1672747200";"03.01.2023 14:00";"160,91";"160,91";"160,91";"160,91"
"1672750800";"03.01.2023 15:00";"163,06";"163,06";"163,06";"163,06"
"1672754400";"03.01.2023 16:00";"167,73";"167,73";"167,73";"167,73"
"1672758000";"03.01.2023 17:00";"166,61";"166,61";"166,61";"166,61"
"1672761600";"03.01.2023 18:00";"170,72";"170,72";"170,72";"170,72"
"1672765200";"03.01.2023 19:00";"168,93";"168,93";"168,93";"168,93"
"1672768800";"03.01.2023 20:00";"160,99";"160,99";"160,99";"160,99"
"1672772400";"03.01.2023 21:00";"149,62";"149,62";"149,62";"149,62"
"1672776000";"03.01.2023 22:00";"131,05";"131,05";"131,05";"131,05"
"1672779600";"03.01.2023 23:00";"114,27";"114,27";"114,27";"114,27"
"1672783200";"04.01.2023 00:00";"93,66";"93,66";"93,66";"93,66"
"1672786800";"04.01.2023 01:00";"82,88";"82,88";"82,88";"82,88"
"1672790400";"04.01.2023 02:00";"78,84";"78,84";"78,84";"78,84"
"1672794000";"04.01.2023 03:00";"69,93";"69,93";"69,93";"69,93"
"1672797600";"04.01.2023 04:00";"69,26";"69,26";"69,26";"69,26"
"1672801200";"04.01.2023 05:00";"71,75";"71,75";"71,75";"71,75"
"1672804800";"04.01.2023 06:00";"81,73";"81,73";"81,73";"81,73"
"1672808400";"04.01.2023 07:00";"112,76";"112,76";"112,76";"112,76"
"1672812000";"04.01.2023 08:00";"126,72";"126,72";"126,72";"126,72"
"1672815600";"04.01.2023 09:00";"127,91";"127,91";"127,91";"127,91"
"1672819200";"04.01.2023 10:00";"127,92";"127,92";"127,92";"127,92"
"1672822800";"04.01.2023 11:00";"125,08";"125,08";"121,25";"125,08"
"1672826400";"04.01.2023 12:00";"138,88";"138,88";"118,97";"138,88"
"1672830000";"04.01.2023 13:00";"135,8";"135,8";"119,92";"135,8"
"1672833600";"04.01.2023 14:00";"136,74";"136,74";"135,07";"136,74"
"1672837200";"04.01.2023 15:00";"130,08";"130,08";"130,08";"130,08"
"1672840800";"04.01.2023 16:00";"130,05";"130,05";"130,05";"130,05"
"1672844400";"04.01.2023 17:00";"125,07";"125,07";"125,07";"125,07"
"1672848000";"04.01.2023 18:00";"133,44";"133,44";"133,44";"133,44"
"1672851600";"04.01.2023 19:00";"125,01";"125,01";"125,01";"125,01"
"1672855200";"04.01.2023 20:00";"119,88";"119,88";"119,88";"119,88"
"1672858800";"04.01.2023 21:00";"64,56";"64,56";"64,56";"64,56"
"1672862400";"04.01.2023 22:00";"57,26";"57,26";"57,26";"57,26"
"1672866000";"04.01.2023 23:00";"37,94";"37,94";"37,94";"37,94"
"1672869600";"05.01.2023 00:00";"30,82";"30,82";"30,82";"30,82"
"1672873200";"05.01.2023 01:00";"30,03";"86,16";"30,03";"30,03"
"1672876800";"05.01.2023 02:00";"28,15";"76,62";"28,15";"28,15"
"1672880400";"05.01.2023 03:00";"27,68";"63,17";"27,68";"27,68"
"1672884000";"05.01.2023 04:00";"27,76";"70,48";"27,76";"27,76"
"1672887600";"05.01.2023 05:00";"28,63";"28,63";"28,63";"28,63"
"1672891200";"05.01.2023 06:00";"39,8";"40";"39,8";"39,8"
"1672894800";"05.01.2023 07:00";"62,7";"62,7";"62,7";"62,7"
"1672898400";"05.01.2023 08:00";"85,53";"85,53";"85,53";"85,53"
"1672902000";"05.01.2023 09:00";"93,54";"93,54";"93,54";"93,54"
"1672905600";"05.01.2023 10:00";"107,92";"107,92";"107,92";"107,92"
"1672909200";"05.01.2023 11:00";"128,75";"128,75";"128,75";"128,75"
"1672912800";"05.01.2023 12:00";"139,64";"139,64";"139,64";"139,64"
"1672916400";"05.01.2023 13:00";"139,99";"139,99";"139,99";"139,99"
"1672920000";"05.01.2023 14:00";"142,58";"142,58";"142,58";"142,58"
"1672923600";"05.01.2023 15:00";"149,4";"149,4";"149,4";"149,4"
"1672927200";"05.01.2023 16:00";"155,2";"155,2";"155,2";"155,2"
"1672930800";"05.01.2023 17:00";"168,59";"168,59";"168,59";"168,59"
"1672934400";"05.01.2023 18:00";"190,03";"190,03";"190,03";"190,03"
"1672938000";"05.01.2023 19:00";"190";"190";"190";"190"
"1672941600";"05.01.2023 20:00";"173,71";"173,71";"173,71";"173,71"
"1672945200";"05.01.2023 21:00";"160,05";"160,05";"160,05";"160,05"
"1672948800";"05.01.2023 22:00";"148,62";"148,62";"148,62";"148,62"
"1672952400";"05.01.2023 23:00";"141,17";"141,17";"141,17";"141,17"
"1672956000";"06.01.2023 00:00";"127";"127";"127";"127"
"1672959600";"06.01.2023 01:00";"107,21";"107,21";"107,21";"107,21"
"1672963200";"06.01.2023 02:00";"101,1";"101,1";"101,1";"101,1"
"1672966800";"06.01.2023 03:00";"96,73";"96,73";"96,73";"96,73"
"1672970400";"06.01.2023 04:00";"82,34";"82,34";"82,34";"82,34"
"1672974000";"06.01.2023 05:00";"81,93";"81,93";"81,93";"81,93"
"1672977600";"06.01.2023 06:00";"98,11";"98,11";"98,11";"98,11"
"1672981200";"06.01.2023 07:00";"100,72";"100,72";"100,72";"100,72"
"1672984800";"06.01.2023 08:00";"128,3";"128,3";"128,3";"128,3"
"1672988400";"06.01.2023 09:00";"135,57";"135,57";"135,57";"135,57"
"1672992000";"06.01.2023 10:00";"126,91";"126,91";"126,91";"126,91"
"1672995600";"06.01.2023 11:00";"123,17";"123,17";"123,17";"123,17"
"1672999200";"06.01.2023 12:00";"116,12";"116,12";"116,12";"116,12"
"1673002800";"06.01.2023 13:00";"116,83";"116,83";"116,83";"116,83"
"1673006400";"06.01.2023 14:00";"106,79";"106,79";"106,79";"106,79"
"1673010000";"06.01.2023 15:00";"127,54";"127,54";"127,54";"127,54"
"1673013600";"06.01.2023 16:00";"131,27";"131,27";"131,27";"131,27"
"1673017200";"06.01.2023 17:00";"135,62";"135,62";"135,62";"135,62"
"1673020800";"06.01.2023 18:00";"150,72";"150,72";"150,72";"150,72"
"1673024400";"06.01.2023 19:00";"142,11";"142,11";"142,11";"142,11"
"1673028000";"06.01.2023 20:00";"119,92";"119,92";"119,92";"119,92"
"1673031600";"06.01.2023 21:00";"107,22";"107,22";"107,22";"107,22"
"1673035200";"06.01.2023 22:00";"101,02";"101,02";"101,02";"101,02"
"1673038800";"06.01.2023 23:00";"74,25";"74,25";"74,25";"74,25"
"1673042400";"07.01.2023 00:00";"71,74";"71,74";"71,74";"71,74"
"1673046000";"07.01.2023 01:00";"71,67";"71,67";"71,67";"71,67"
"1673049600";"07.01.2023 02:00";"69,93";"69,93";"69,93";"69,93"
"1673053200";"07.01.2023 03:00";"69,94";"69,94";"69,94";"69,94"
"1673056800";"07.01.2023 04:00";"70,95";"70,95";"70,95";"70,95"
"1673060400";"07.01.2023 05:00";"73,83";"73,83";"73,83";"73,83"
"1673064000";"07.01.2023 06:00";"75,26";"75,26";"75,26";"75,26"
"1673067600";"07.01.2023 07:00";"81,83";"81,83";"77,82";"81,83"
"1673071200";"07.01.2023 08:00";"75,97";"75,97";"75,97";"75,97"
"1673074800";"07.01.2023 09:00";"104,86";"104,86";"79,98";"104,86"
"1673078400";"07.01.2023 10:00";"137,07";"137,07";"97,1";"137,07"
"1673082000";"07.01.2023 11:00";"126,68";"126,68";"90,25";"126,68"
"1673085600";"07.01.2023 12:00";"137,83";"137,83";"79,8";"137,83"
"1673089200";"07.01.2023 13:00";"121,52";"121,52";"80,05";"121,52"
"1673092800";"07.01.2023 14:00";"95,22";"95,22";"80,63";"95,22"
"1673096400";"07.01.2023 15:00";"95,27";"95,27";"80,51";"95,27"
"1673100000";"07.01.2023 16:00";"139,85";"139,85";"78,94";"139,85"
"1673103600";"07.01.2023 17:00";"161,63";"161,63";"79,93";"161,63"
"1673107200";"07.01.2023 18:00";"110,71";"110,71";"78,68";"110,71"
"1673110800";"07.01.2023 19:00";"104,88";"104,88";"78,38";"104,88"
"1673114400";"07.01.2023 20:00";"143,98";"143,98";"74,39";"143,98"
"1673118000";"07.01.2023 21:00";"95,22";"95,22";"66,98";"95,22"
"1673121600";"07.01.2023 22:00";"59,99";"59,99";"59,99";"59,99"
"1673125200";"07.01.2023 23:00";"48,8";"48,8";"48,8";"48,8"
"1673128800";"08.01.2023 00:00";"35,9";"35,9";"35,9";"35,9"
"1673132400";"08.01.2023 01:00";"24,44";"24,44";"24,44";"24,44"
"1673136000";"08.01.2023 02:00";"52,5";"52,5";"9,3";"52,5"
"1673139600";"08.01.2023 03:00";"46,16";"46,16";"9,1";"46,16"
"1673143200";"08.01.2023 04:00";"34,41";"34,41";"4,16";"34,41"
"1673146800";"08.01.2023 05:00";"44,38";"44,38";"5,58";"44,38"
"1673150400";"08.01.2023 06:00";"9,92";"43,76";"9,92";"9,92"
"1673154000";"08.01.2023 07:00";"49,71";"49,71";"9,02";"49,71"
"1673157600";"08.01.2023 08:00";"57,67";"57,67";"16,47";"57,67"
"1673161200";"08.01.2023 09:00";"75,53";"75,53";"27,08";"75,53"
"1673164800";"08.01.2023 10:00";"95,76";"95,76";"29,08";"95,76"
"1673168400";"08.01.2023 11:00";"98,53";"98,53";"35,22";"98,53"
"1673172000";"08.01.2023 12:00";"47";"47";"47";"47"
"1673175600";"08.01.2023 13:00";"47";"47";"47";"47"
"1673179200";"08.01.2023 14:00";"48,96";"48,96";"48,96";"48,96"
"1673182800";"08.01.2023 15:00";"54,91";"54,91";"54,91";"54,91"
"1673186400";"08.01.2023 16:00";"63,49";"63,49";"63,49";"63,49"
"1673190000";"08.01.2023 17:00";"66,11";"66,11";"66,11";"66,11"
"1673193600";"08.01.2023 18:00";"69,19";"69,19";"69,19";"69,19"
"1673197200";"08.01.2023 19:00";"69,91";"69,91";"69,91";"69,91"
"1673200800";"08.01.2023 20:00";"65,62";"65,62";"65,62";"65,62"
"1673204400";"08.01.2023 21:00";"60,98";"60,98";"60,98";"60,98"
"1673208000";"08.01.2023 22:00";"57,41";"57,41";"57,41";"57,41"
"1673211600";"08.01.2023 23:00";"50,02";"50,02";"50,02";"50,02"
"1673215200";"09.01.2023 00:00";"46,29";"46,29";"46,29";"46,29"
"1673218800";"09.01.2023 01:00";"69,04";"69,04";"69,04";"69,04"
"1673222400";"09.01.2023 02:00";"64,38";"64,38";"64,38";"64,38"
"1673226000";"09.01.2023 03:00";"60,28";"60,28";"60,28";"60,28"
"1673229600";"09.01.2023 04:00";"39,41";"39,41";"39,41";"39,41"
"1673233200";"09.01.2023 05:00";"47,34";"47,34";"47,34";"47,34"
"1673236800";"09.01.2023 06:00";"73,11";"73,11";"68,99";"73,11"
"1673240400";"09.01.2023 07:00";"112,29";"112,29";"82,71";"112,29"
"1673244000";"09.01.2023 08:00";"156,16";"156,16";"81,72";"156,16"
"1673247600";"09.01.2023 09:00";"175,68";"175,68";"82,6";"175,68"
"1673251200";"09.01.2023 10:00";"172,89";"172,89";"83";"172,89"
"1673254800";"09.01.2023 11:00";"155,25";"155,25";"82,65";"155,25"
"1673258400";"09.01.2023 12:00";"156,71";"156,71";"83,05";"156,71"
"1673262000";"09.01.2023 13:00";"140,1";"140,1";"82,92";"140,1"
"1673265600";"09.01.2023 14:00";"140,06";"140,06";"82,8";"140,06"
"1673269200";"09.01.2023 15:00";"146,44";"146,44";"82,67";"146,44"
"1673272800";"09.01.2023 16:00";"147,4";"147,4";"83,03";"147,4"
"1673276400";"09.01.2023 17:00";"158,08";"158,08";"82,41";"158,08"
"1673280000";"09.01.2023 18:00";"171,85";"171,85";"81,37";"153,07"
"1673283600";"09.01.2023 19:00";"172,51";"172,51";"81,24";"104,08"
"1673287200";"09.01.2023 20:00";"157,7";"157,7";"81,2";"104,04"
"1673290800";"09.01.2023 21:00";"145,07";"145,07";"82,32";"104,07"
"1673294400";"09.01.2023 22:00";"140,04";"140,04";"85,54";"93,82"
"1673298000";"09.01.2023 23:00";"83,84";"83,84";"83,84";"83,84"
"1673301600";"10.01.2023 00:00";"80,59";"80,59";"80,59";"80,59"
"1673305200";"10.01.2023 01:00";"76,05";"76,05";"76,05";"76,05"
"1673308800";"10.01.2023 02:00";"79,95";"79,95";"79,95";"79,95"
"1673312400";"10.01.2023 03:00";"78,82";"78,82";"78,82";"78,82"
"1673316000";"10.01.2023 04:00";"80,06";"80,06";"80,06";"80,06"
"1673319600";"10.01.2023 05:00";"95,68";"95,68";"83,16";"83,16"
"1673323200";"10.01.2023 06:00";"108,6";"108,6";"91,02";"104,63"
"1673326800";"10.01.2023 07:00";"152,39";"152,39";"117,8";"117,8"
"1673330400";"10.01.2023 08:00";"151,02";"151,02";"117,71";"149,4"
"1673334000";"10.01.2023 09:00";"169,15";"169,15";"99,97";"169,15"
"1673337600";"10.01.2023 10:00";"156,57";"156,57";"97,46";"156,57"
"1673341200";"10.01.2023 11:00";"151,02";"151,02";"107,79";"149,38"
"1673344800";"10.01.2023 12:00";"142,94";"142,94";"118,62";"142,94"
"1673348400";"10.01.2023 13:00";"169,1";"169,1";"140,07";"149,34"
"1673352000";"10.01.2023 14:00";"139,97";"139,97";"139,97";"139,97"
"1673355600";"10.01.2023 15:00";"169,11";"169,11";"141,92";"149,3"
"1673359200";"10.01.2023 16:00";"169,2";"169,2";"142,42";"142,42"
"1673362800";"10.01.2023 17:00";"139,31";"139,31";"139,31";"139,31"
"1673366400";"10.01.2023 18:00";"142,83";"142,83";"142,83";"142,83"
"1673370000";"10.01.2023 19:00";"169,17";"169,17";"169,17";"169,17"
"1673373600";"10.01.2023 20:00";"149,35";"149,35";"149,35";"149,35"
"1673377200";"10.01.2023 21:00";"105,64";"105,64";"105,64";"105,64"
"1673380800";"10.01.2023 22:00";"142,04";"142,04";"142,04";"142,04"
"1673384400";"10.01.2023 23:00";"105,69";"105,69";"105,69";"105,69"
"1673388000";"11.01.2023 00:00";"87,07";"87,07";"87,07";"87,07"
"1673391600";"11.01.2023 01:00";"52,69";"52,69";"52,69";"52,69"
"1673395200";"11.01.2023 02:00";"31,85";"31,85";"31,85";"31,85"
"1673398800";"11.01.2023 03:00";"25,17";"25,17";"25,17";"25,17"
"1673402400";"11.01.2023 04:00";"22,57";"22,57";"22,57";"22,57"
"1673406000";"11.01.2023 05:00";"41,96";"41,96";"41,96";"41,96"
"1673409600";"11.01.2023 06:00";"65,81";"65,81";"65,81";"65,81"
"1673413200";"11.01.2023 07:00";"117,59";"117,59";"114,62";"117,59"
"1673416800";"11.01.2023 08:00";"138,27";"138,27";"95,14";"138,27"
"1673420400";"11.01.2023 09:00";"109,25";"109,25";"72,71";"109,25"
"1673424000";"11.01.2023 10:00";"106,48";"106,48";"69,96";"106,48"
"1673427600";"11.01.2023 11:00";"142";"142";"68,89";"142"
"1673431200";"11.01.2023 12:00";"106,5";"106,5";"69,29";"106,5"
"1673434800";"11.01.2023 13:00";"117,51";"117,51";"68,86";"117,51"
"1673438400";"11.01.2023 14:00";"137,99";"137,99";"66,8";"137,99"
"1673442000";"11.01.2023 15:00";"111,27";"111,27";"69,52";"111,27"
"1673445600";"11.01.2023 16:00";"106,73";"106,73";"75,91";"106,73"
"1673449200";"11.01.2023 17:00";"116,34";"116,34";"76,84";"116,34"
"1673452800";"11.01.2023 18:00";"128,28";"128,28";"74,08";"128,28"
"1673456400";"11.01.2023 19:00";"106,48";"106,48";"75,08";"106,48"
"1673460000";"11.01.2023 20:00";"67,99";"67,99";"67,99";"67,99"
"1673463600";"11.01.2023 21:00";"65,16";"65,16";"65,16";"65,16"
"1673467200";"11.01.2023 22:00";"60,01";"60,01";"60,01";"60,01"
"1673470800";"11.01.2023 23:00";"49,91";"49,91";"49,91";"49,91"
"1673474400";"12.01.2023 00:00";"43,32";"43,32";"43,32";"43,32"
"1673478000";"12.01.2023 01:00";"19,88";"19,88";"19,88";"19,88"
"1673481600";"12.01.2023 02:00";"5,55";"5,55";"5,55";"5,55"
"1673485200";"12.01.2023 03:00";"4,69";"4,69";"4,69";"4,69"
"1673488800";"12.01.2023 04:00";"0,1";"0,1";"0,1";"0,1"
"1673492400";"12.01.2023 05:00";"2,73";"2,73";"2,73";"2,73"
"1673496000";"12.01.2023 06:00";"24,94";"24,94";"24,94";"24,94"
"1673499600";"12.01.2023 07:00";"98,32";"98,32";"36,01";"98,32"
"1673503200";"12.01.2023 08:00";"125,01";"125,01";"59,98";"125,01"
"1673506800";"12.01.2023 09:00";"125,02";"125,02";"65,18";"125,02"
"1673510400";"12.01.2023 10:00";"125,03";"125,03";"65,03";"125,03"
"1673514000";"12.01.2023 11:00";"109,34";"109,34";"66,3";"109,34"
"1673517600";"12.01.2023 12:00";"105,86";"105,86";"66,72";"105,86"
"1673521200";"12.01.2023 13:00";"113,08";"113,08";"66,6";"113,08"
"1673524800";"12.01.2023 14:00";"125,04";"125,04";"70,85";"125,04"
"1673528400";"12.01.2023 15:00";"73,76";"73,76";"73,76";"73,76"
"1673532000";"12.01.2023 16:00";"125,01";"125,01";"74,44";"125,01"
"1673535600";"12.01.2023 17:00";"105,9";"105,9";"74,81";"105,9"
"1673539200";"12.01.2023 18:00";"109,94";"109,94";"76,39";"109,94"
"1673542800";"12.01.2023 19:00";"116,62";"116,62";"78,65";"116,62"
"1673546400";"12.01.2023 20:00";"98,37";"98,37";"79,82";"98,37"
"1673550000";"12.01.2023 21:00";"74,08";"74,08";"74,08";"74,08"
"1673553600";"12.01.2023 22:00";"74,5";"74,5";"74,5";"74,5"
"1673557200";"12.01.2023 23:00";"66,84";"66,84";"66,84";"66,84"
"1673560800";"13.01.2023 00:00";"42,49";"42,49";"42,49";"42,49"
"1673564400";"13.01.2023 01:00";"32,64";"32,64";"32,64";"32,64"
"1673568000";"13.01.2023 02:00";"21,87";"21,87";"21,87";"21,87"
"1673571600";"13.01.2023 03:00";"16,54";"16,54";"16,54";"16,54"
"1673575200";"13.01.2023 04:00";"18,46";"18,46";"18,46";"18,46"
"1673578800";"13.01.2023 05:00";"24,82";"24,82";"24,82";"24,82"
"1673582400";"13.01.2023 06:00";"30,32";"30,32";"30,32";"30,32"
"1673586000";"13.01.2023 07:00";"85,05";"85,05";"56,09";"85,05"
"1673589600";"13.01.2023 08:00";"100,01";"100,01";"85,77";"100,01"
"1673593200";"13.01.2023 09:00";"105,93";"105,93";"95,6";"105,93"
"1673596800";"13.01.2023 10:00";"105,92";"105,92";"98,23";"105,92"
"1673600400";"13.01.2023 11:00";"100,01";"100,01";"92,58";"100,01"
"1673604000";"13.01.2023 12:00";"105,92";"105,92";"84,93";"105,92"
"1673607600";"13.01.2023 13:00";"105,94";"105,94";"76,53";"105,94"
"1673611200";"13.01.2023 14:00";"105,93";"105,93";"71,97";"105,93"
"1673614800";"13.01.2023 15:00";"99,56";"99,56";"75,36";"99,56"
"1673618400";"13.01.2023 16:00";"105,92";"105,92";"81,82";"105,92"
"1673622000";"13.01.2023 17:00";"116,16";"116,16";"85,31";"116,16"
"1673625600";"13.01.2023 18:00";"105,98";"105,98";"96,9";"105,98"
"1673629200";"13.01.2023 19:00";"105,91";"105,91";"96,2";"105,91"
"1673632800";"13.01.2023 20:00";"91,07";"91,07";"91,07";"91,07"
"1673636400";"13.01.2023 21:00";"84,94";"84,94";"84,94";"84,94"
"1673640000";"13.01.2023 22:00";"76,89";"76,89";"76,89";"76,89"
"1673643600";"13.01.2023 23:00";"76,51";"76,51";"76,51";"76,51"
"1673647200";"14.01.2023 00:00";"68,3";"68,3";"68,3";"68,3"
"1673650800";"14.01.2023 01:00";"49,71";"49,71";"49,71";"49,71"
"1673654400";"14.01.2023 02:00";"44,24";"44,24";"44,24";"44,24"
"1673658000";"14.01.2023 03:00";"45,41";"45,41";"45,41";"45,41"
"1673661600";"14.01.2023 04:00";"42,25";"42,25";"42,25";"42,25"
"1673665200";"14.01.2023 05:00";"41,7";"41,7";"41,7";"41,7"
"1673668800";"14.01.2023 06:00";"41,68";"41,68";"41,68";"41,68"
"1673672400";"14.01.2023 07:00";"45,1";"45,1";"45,1";"45,1"
"1673676000";"14.01.2023 08:00";"53,4";"53,4";"53,4";"53,4"
"1673679600";"14.01.2023 09:00";"53,63";"53,63";"53,63";"53,63"
"1673683200";"14.01.2023 10:00";"56,89";"56,89";"56,89";"56,89"
"1673686800";"14.01.2023 11:00";"66,72";"66,72";"66,72";"66,72"
"1673690400";"14.01.2023 12:00";"65,56";"65,56";"65,56";"65,56"
"1673694000";"14.01.2023 13:00";"65,39";"65,39";"65,39";"65,39"
"1673697600";"14.01.2023 14:00";"79,04";"79,04";"79,04";"79,04"
"1673701200";"14.01.2023 15:00";"80,05";"80,05";"80,05";"80,05"
"1673704800";"14.01.2023 16:00";"98,87";"98,87";"98,87";"98,87"
"1673708400";"14.01.2023 17:00";"102,1";"102,1";"102,1";"102,1"
"1673712000";"14.01.2023 18:00";"104,91";"104,91";"104,91";"104,91"
"1673715600";"14.01.2023 19:00";"101,42";"101,42";"101,42";"101,42"
"1673719200";"14.01.2023 20:00";"80,06";"80,06";"80,06";"80,06"
"1673722800";"14.01.2023 21:00";"70";"70";"70";"70"
"1673726400";"14.01.2023 22:00";"68,52";"68,52";"68,52";"68,52"
"1673730000";"14.01.2023 23:00";"57,39";"57,39";"57,39";"57,39"
"1673733600";"15.01.2023 00:00";"40,05";"40,05";"40,05";"40,05"
"1673737200";"15.01.2023 01:00";"27,4";"27,4";"27,4";"27,4"
"1673740800";"15.01.2023 02:00";"27,23";"27,23";"27,23";"27,23"
"1673744400";"15.01.2023 03:00";"24,28";"24,28";"24,28";"24,28"
"1673748000";"15.01.2023 04:00";"13";"13";"13";"13"
"1673751600";"15.01.2023 05:00";"7,98";"7,98";"7,98";"7,98"
"1673755200";"15.01.2023 06:00";"4,85";"4,85";"4,85";"4,85"
"1673758800";"15.01.2023 07:00";"6,05";"6,05";"6,05";"6,05"
"1673762400";"15.01.2023 08:00";"10,09";"10,09";"10,09";"10,09"
"1673766000";"15.01.2023 09:00";"14,03";"14,03";"14,03";"14,03"
"1673769600";"15.01.2023 10:00";"19,07";"19,07";"19,07";"19,07"
"1673773200";"15.01.2023 11:00";"17,83";"17,83";"17,83";"17,83"
"1673776800";"15.01.2023 12:00";"11,7";"11,7";"11,7";"11,7"
"1673780400";"15.01.2023 13:00";"6,93";"6,93";"6,93";"6,93"
"1673784000";"15.01.2023 14:00";"6,04";"6,04";"6,04";"6,04"
"1673787600";"15.01.2023 15:00";"6,09";"6,09";"6,09";"6,09"
"1673791200";"15.01.2023 16:00";"19,1";"19,1";"19,1";"19,1"
"1673794800";"15.01.2023 17:00";"27,43";"27,43";"27,43";"27,43"
"1673798400";"15.01.2023 18:00";"30,9";"30,9";"30,9";"30,9"
"1673802000";"15.01.2023 19:00";"27,61";"27,61";"27,61";"27,61"
"1673805600";"15.01.2023 20:00";"25,9";"25,9";"25,9";"25,9"
