"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1578128400";"04.01.2020 11:00";"24,94";"24,94";"24,94";"24,94"
"1578132000";"04.01.2020 12:00";"25,11";"25,11";"25,11";"25,11"
"1578135600";"04.01.2020 13:00";"24,94";"24,94";"24,94";"24,94"
"1578139200";"04.01.2020 14:00";"29,8";"29,8";"24,95";"29,8"
"1578142800";"04.01.2020 15:00";"25,25";"25,25";"25,25";"25,25"
"1578146400";"04.01.2020 16:00";"43,14";"43,14";"26,33";"43,14"
"1578150000";"04.01.2020 17:00";"41,1";"41,1";"27,36";"41,1"
"1578153600";"04.01.2020 18:00";"38";"38";"28,88";"38"
"1578157200";"04.01.2020 19:00";"37,96";"37,96";"29,58";"37,96"
"1578160800";"04.01.2020 20:00";"29,85";"29,85";"29,42";"29,85"
"1578164400";"04.01.2020 21:00";"27,71";"27,71";"27,71";"27,71"
"1578168000";"04.01.2020 22:00";"27,4";"27,4";"27,4";"27,4"
"1578171600";"04.01.2020 23:00";"27,37";"27,37";"27,37";"27,37"
"1578175200";"05.01.2020 00:00";"25,77";"25,77";"25,77";"25,77"
"1578178800";"05.01.2020 01:00";"26,65";"26,65";"26,65";"26,65"
"1578182400";"05.01.2020 02:00";"27,13";"27,13";"27,13";"27,13"
"1578186000";"05.01.2020 03:00";"27,11";"27,11";"27,11";"27,11"
"1578189600";"05.01.2020 04:00";"27,42";"27,42";"27,42";"27,42"
"1578193200";"05.01.2020 05:00";"28,06";"28,06";"28,06";"28,06"
"1578196800";"05.01.2020 06:00";"28,85";"28,85";"28,85";"28,85"
"1578200400";"05.01.2020 07:00";"29,26";"29,26";"29,26";"29,26"
"1578204000";"05.01.2020 08:00";"29,98";"29,98";"29,98";"29,98"
"1578207600";"05.01.2020 09:00";"31,06";"31,06";"31,06";"31,06"
"1578211200";"05.01.2020 10:00";"31,18";"31,18";"31,18";"31,18"
"1578214800";"05.01.2020 11:00";"31,6";"31,6";"31,6";"31,6"
"1578218400";"05.01.2020 12:00";"37,14";"37,14";"31,55";"37,14"
"1578222000";"05.01.2020 13:00";"37,71";"37,71";"31,22";"37,71"
"1578225600";"05.01.2020 14:00";"37,81";"37,81";"30,93";"37,81"
"1578229200";"05.01.2020 15:00";"37,73";"37,73";"30,67";"37,73"
"1578232800";"05.01.2020 16:00";"37,69";"37,69";"30,79";"37,69"
"1578236400";"05.01.2020 17:00";"39,83";"39,83";"31,16";"39,83"
"1578240000";"05.01.2020 18:00";"40,07";"40,07";"31,53";"40,07"
"1578243600";"05.01.2020 19:00";"40,05";"40,05";"31,1";"40,05"
"1578247200";"05.01.2020 20:00";"42,33";"42,33";"30,42";"42,33"
"1578250800";"05.01.2020 21:00";"36,77";"36,77";"29,87";"36,77"
"1578254400";"05.01.2020 22:00";"33,09";"33,09";"29,24";"33,09"
"1578258000";"05.01.2020 23:00";"28,16";"28,16";"28,16";"28,16"
"1578261600";"06.01.2020 00:00";"26,68";"26,68";"26,68";"26,68"
"1578265200";"06.01.2020 01:00";"26,42";"26,42";"26,42";"26,42"
"1578268800";"06.01.2020 02:00";"26,5";"26,5";"26,5";"26,5"
"1578272400";"06.01.2020 03:00";"27,01";"27,01";"27,01";"27,01"
"1578276000";"06.01.2020 04:00";"27,06";"27,06";"27,06";"27,06"
"1578279600";"06.01.2020 05:00";"27,03";"27,03";"27,03";"27,03"
"1578283200";"06.01.2020 06:00";"27,62";"27,62";"27,62";"27,62"
"1578286800";"06.01.2020 07:00";"28,16";"28,16";"28,16";"28,16"
"1578290400";"06.01.2020 08:00";"29,08";"29,08";"29,08";"29,08"
"1578294000";"06.01.2020 09:00";"29,73";"29,73";"29,73";"29,73"
"1578297600";"06.01.2020 10:00";"30,52";"30,52";"30,52";"30,52"
"1578301200";"06.01.2020 11:00";"31,12";"31,12";"31,12";"31,12"
"1578304800";"06.01.2020 12:00";"31,23";"31,23";"31,23";"31,23"
"1578308400";"06.01.2020 13:00";"31,19";"31,19";"31,19";"31,19"
"1578312000";"06.01.2020 14:00";"31,08";"31,08";"31,08";"31,08"
"1578315600";"06.01.2020 15:00";"31,21";"31,21";"31,21";"31,21"
"1578319200";"06.01.2020 16:00";"34,01";"34,01";"31,3";"34,01"
"1578322800";"06.01.2020 17:00";"33,58";"33,58";"31,76";"33,58"
"1578326400";"06.01.2020 18:00";"34,05";"34,05";"31,74";"34,05"
"1578330000";"06.01.2020 19:00";"31,31";"31,31";"31,31";"31,31"
"1578333600";"06.01.2020 20:00";"34,05";"34,05";"30,95";"34,05"
"1578337200";"06.01.2020 21:00";"34";"34";"30,58";"34"
"1578340800";"06.01.2020 22:00";"30,28";"30,28";"30,28";"30,28"
"1578344400";"06.01.2020 23:00";"29,46";"29,46";"29,46";"29,46"
"1578348000";"07.01.2020 00:00";"28,19";"28,19";"28,19";"28,19"
"1578351600";"07.01.2020 01:00";"27,16";"27,16";"27,16";"27,16"
"1578355200";"07.01.2020 02:00";"27,08";"27,08";"27,08";"27,08"
"1578358800";"07.01.2020 03:00";"27,02";"27,02";"27,02";"27,02"
"1578362400";"07.01.2020 04:00";"26,98";"26,98";"26,98";"26,98"
"1578366000";"07.01.2020 05:00";"27,18";"27,18";"27,18";"27,18"
"1578369600";"07.01.2020 06:00";"28,8";"28,8";"28,8";"28,8"
"1578373200";"07.01.2020 07:00";"29,96";"29,96";"29,96";"29,96"
"1578376800";"07.01.2020 08:00";"37,6";"37,6";"30,96";"37,6"
"1578380400";"07.01.2020 09:00";"46,99";"46,99";"31,15";"46,99"
"1578384000";"07.01.2020 10:00";"44,05";"44,05";"30,95";"44,05"
"1578387600";"07.01.2020 11:00";"47,06";"47,06";"30,7";"47,06"
"1578391200";"07.01.2020 12:00";"44,08";"44,08";"30,57";"44,08"
"1578394800";"07.01.2020 13:00";"42,03";"42,03";"30,48";"42,03"
"1578398400";"07.01.2020 14:00";"42,37";"42,37";"30,49";"42,37"
"1578402000";"07.01.2020 15:00";"33,05";"33,05";"30,5";"33,05"
"1578405600";"07.01.2020 16:00";"33,05";"33,05";"30,84";"33,05"
"1578409200";"07.01.2020 17:00";"37";"37";"30,71";"37"
"1578412800";"07.01.2020 18:00";"33,04";"33,04";"30,54";"33,04"
"1578416400";"07.01.2020 19:00";"30,18";"30,18";"30,18";"30,18"
"1578420000";"07.01.2020 20:00";"29,46";"29,46";"29,46";"29,46"
"1578423600";"07.01.2020 21:00";"28,63";"28,63";"28,63";"28,63"
"1578427200";"07.01.2020 22:00";"27,98";"27,98";"27,98";"27,98"
"1578430800";"07.01.2020 23:00";"26,93";"26,93";"26,93";"26,93"
"1578434400";"08.01.2020 00:00";"24,21";"24,21";"24,21";"24,21"
"1578438000";"08.01.2020 01:00";"22,07";"22,07";"18,95";"22,07"
"1578441600";"08.01.2020 02:00";"4,96";"4,96";"4,96";"4,96"
"1578445200";"08.01.2020 03:00";"0,1";"0,1";"0,1";"0,1"
"1578448800";"08.01.2020 04:00";"0,11";"0,11";"0,11";"0,11"
"1578452400";"08.01.2020 05:00";"1,75";"1,75";"1,75";"1,75"
"1578456000";"08.01.2020 06:00";"22,03";"22,03";"20,74";"22,03"
"1578459600";"08.01.2020 07:00";"25,57";"25,57";"25,57";"25,57"
"1578463200";"08.01.2020 08:00";"26,99";"26,99";"26,99";"26,99"
"1578466800";"08.01.2020 09:00";"27,34";"27,34";"27,34";"27,34"
"1578470400";"08.01.2020 10:00";"27,24";"27,24";"27,24";"27,24"
"1578474000";"08.01.2020 11:00";"27,25";"27,25";"27,25";"27,25"
"1578477600";"08.01.2020 12:00";"27,27";"27,27";"27,27";"27,27"
"1578481200";"08.01.2020 13:00";"27,29";"27,29";"27,29";"27,29"
"1578484800";"08.01.2020 14:00";"27,38";"27,38";"27,38";"27,38"
"1578488400";"08.01.2020 15:00";"27,65";"27,65";"27,65";"27,65"
"1578492000";"08.01.2020 16:00";"28,44";"28,44";"28,44";"28,44"
"1578495600";"08.01.2020 17:00";"28,88";"28,88";"28,88";"28,88"
"1578499200";"08.01.2020 18:00";"34,05";"34,05";"29,02";"34,05"
"1578502800";"08.01.2020 19:00";"46,71";"46,71";"28,95";"46,71"
"1578506400";"08.01.2020 20:00";"36,12";"36,12";"28,72";"36,12"
"1578510000";"08.01.2020 21:00";"29,03";"29,03";"27,33";"29,03"
"1578513600";"08.01.2020 22:00";"27,06";"27,06";"27,06";"27,06"
"1578517200";"08.01.2020 23:00";"26,27";"26,27";"26,27";"26,27"
"1578520800";"09.01.2020 00:00";"24,29";"24,29";"24,29";"24,29"
"1578524400";"09.01.2020 01:00";"21,42";"21,42";"21,42";"21,42"
"1578528000";"09.01.2020 02:00";"20,56";"20,56";"20,56";"20,56"
"1578531600";"09.01.2020 03:00";"19,98";"19,98";"19,98";"19,98"
"1578535200";"09.01.2020 04:00";"21,08";"21,08";"21,08";"21,08"
"1578538800";"09.01.2020 05:00";"23,33";"23,33";"23,33";"23,33"
"1578542400";"09.01.2020 06:00";"26,24";"26,24";"26,24";"26,24"
"1578546000";"09.01.2020 07:00";"36,17";"36,17";"26,6";"36,17"
"1578549600";"09.01.2020 08:00";"45,74";"45,74";"27,7";"45,74"
"1578553200";"09.01.2020 09:00";"46,76";"46,76";"28,25";"46,76"
"1578556800";"09.01.2020 10:00";"44,59";"44,59";"28,31";"44,59"
"1578560400";"09.01.2020 11:00";"42,56";"42,56";"28,4";"42,56"
"1578564000";"09.01.2020 12:00";"39,04";"39,04";"28,37";"39,04"
"1578567600";"09.01.2020 13:00";"36,17";"36,17";"28,29";"36,17"
"1578571200";"09.01.2020 14:00";"32,64";"32,64";"28,37";"32,64"
"1578574800";"09.01.2020 15:00";"31,43";"31,43";"30,9";"31,43"
"1578578400";"09.01.2020 16:00";"31,1";"31,1";"31,1";"31,1"
"1578582000";"09.01.2020 17:00";"44,74";"44,74";"32,59";"44,74"
"1578585600";"09.01.2020 18:00";"42,85";"42,85";"42,85";"42,85"
"1578589200";"09.01.2020 19:00";"40,72";"40,72";"40,72";"40,72"
"1578592800";"09.01.2020 20:00";"28,33";"28,33";"28,33";"28,33"
"1578596400";"09.01.2020 21:00";"27,64";"27,64";"27,64";"27,64"
"1578600000";"09.01.2020 22:00";"27,55";"27,55";"27,55";"27,55"
"1578603600";"09.01.2020 23:00";"26,9";"26,9";"26,9";"26,9"
"1578607200";"10.01.2020 00:00";"26,41";"26,41";"26,41";"26,41"
"1578610800";"10.01.2020 01:00";"26,07";"26,07";"26,07";"26,07"
"1578614400";"10.01.2020 02:00";"25,95";"25,95";"25,95";"25,95"
"1578618000";"10.01.2020 03:00";"25,81";"25,81";"25,81";"25,81"
"1578621600";"10.01.2020 04:00";"25,89";"25,89";"25,89";"25,89"
"1578625200";"10.01.2020 05:00";"26,2";"26,2";"26,2";"26,2"
"1578628800";"10.01.2020 06:00";"27,46";"27,46";"27,46";"27,46"
"1578632400";"10.01.2020 07:00";"42";"42";"42";"42"
"1578636000";"10.01.2020 08:00";"44,56";"44,56";"44,56";"44,56"
"1578639600";"10.01.2020 09:00";"47,4";"47,4";"47,4";"47,4"
"1578643200";"10.01.2020 10:00";"43,78";"43,78";"43,78";"43,78"
"1578646800";"10.01.2020 11:00";"39,04";"39,04";"39,04";"39,04"
"1578650400";"10.01.2020 12:00";"36,14";"36,14";"36,14";"36,14"
"1578654000";"10.01.2020 13:00";"44,89";"44,89";"37,72";"44,89"
"1578657600";"10.01.2020 14:00";"45,98";"45,98";"39,01";"45,98"
"1578661200";"10.01.2020 15:00";"43,79";"43,79";"43,78";"43,79"
"1578664800";"10.01.2020 16:00";"45,98";"45,98";"45,98";"45,98"
"1578668400";"10.01.2020 17:00";"45,6";"45,6";"45,6";"45,6"
"1578672000";"10.01.2020 18:00";"44,54";"44,54";"44,54";"44,54"
"1578675600";"10.01.2020 19:00";"46,72";"46,72";"46,72";"46,72"
"1578679200";"10.01.2020 20:00";"30,01";"30,01";"30,01";"30,01"
"1578682800";"10.01.2020 21:00";"27,6";"27,6";"27,6";"27,6"
"1578686400";"10.01.2020 22:00";"27,05";"27,05";"27,05";"27,05"
"1578690000";"10.01.2020 23:00";"26,42";"26,42";"26,42";"26,42"
"1578693600";"11.01.2020 00:00";"25,88";"25,88";"25,88";"25,88"
"1578697200";"11.01.2020 01:00";"26,53";"26,53";"26,53";"26,53"
"1578700800";"11.01.2020 02:00";"26,02";"26,02";"26,02";"26,02"
"1578704400";"11.01.2020 03:00";"25,82";"25,82";"25,82";"25,82"
"1578708000";"11.01.2020 04:00";"25,61";"25,61";"25,61";"25,61"
"1578711600";"11.01.2020 05:00";"25,41";"25,41";"25,41";"25,41"
"1578715200";"11.01.2020 06:00";"25,32";"25,32";"25,32";"25,32"
"1578718800";"11.01.2020 07:00";"25,25";"25,25";"25,25";"25,25"
"1578722400";"11.01.2020 08:00";"25,41";"25,41";"25,41";"25,41"
"1578726000";"11.01.2020 09:00";"25,67";"25,67";"25,67";"25,67"
"1578729600";"11.01.2020 10:00";"25,93";"25,93";"25,93";"25,93"
"1578733200";"11.01.2020 11:00";"25,85";"25,85";"25,85";"25,85"
"1578736800";"11.01.2020 12:00";"25,54";"25,54";"25,54";"25,54"
"1578740400";"11.01.2020 13:00";"25,19";"25,19";"25,19";"25,19"
"1578744000";"11.01.2020 14:00";"25,01";"25,01";"25,01";"25,01"
"1578747600";"11.01.2020 15:00";"24,87";"24,87";"24,87";"24,87"
"1578751200";"11.01.2020 16:00";"25,17";"25,17";"25,17";"25,17"
"1578754800";"11.01.2020 17:00";"25,55";"25,55";"25,55";"25,55"
"1578758400";"11.01.2020 18:00";"25,65";"25,65";"25,65";"25,65"
"1578762000";"11.01.2020 19:00";"25,42";"25,42";"25,42";"25,42"
"1578765600";"11.01.2020 20:00";"24,78";"24,78";"24,78";"24,78"
"1578769200";"11.01.2020 21:00";"24,11";"24,11";"24,11";"24,11"
"1578772800";"11.01.2020 22:00";"23,16";"23,16";"23,16";"23,16"
"1578776400";"11.01.2020 23:00";"21,33";"21,33";"21,33";"21,33"
"1578780000";"12.01.2020 00:00";"19,31";"19,31";"19,31";"19,31"
"1578783600";"12.01.2020 01:00";"20,11";"20,11";"20,11";"20,11"
"1578787200";"12.01.2020 02:00";"19,37";"19,37";"19,37";"19,37"
"1578790800";"12.01.2020 03:00";"18,36";"18,36";"18,36";"18,36"
"1578794400";"12.01.2020 04:00";"18,34";"18,34";"18,34";"18,34"
"1578798000";"12.01.2020 05:00";"18,16";"18,16";"18,16";"18,16"
"1578801600";"12.01.2020 06:00";"18,66";"18,66";"18,66";"18,66"
"1578805200";"12.01.2020 07:00";"17,39";"17,39";"17,39";"17,39"
"1578808800";"12.01.2020 08:00";"18,22";"18,22";"18,22";"18,22"
"1578812400";"12.01.2020 09:00";"22,1";"22,1";"22,1";"22,1"
"1578816000";"12.01.2020 10:00";"23,93";"23,93";"23,93";"23,93"
"1578819600";"12.01.2020 11:00";"24,23";"24,23";"24,23";"24,23"
"1578823200";"12.01.2020 12:00";"24,84";"24,84";"24,84";"24,84"
"1578826800";"12.01.2020 13:00";"24,45";"24,45";"24,45";"24,45"
"1578830400";"12.01.2020 14:00";"24,41";"24,41";"24,41";"24,41"
"1578834000";"12.01.2020 15:00";"24,94";"24,94";"24,94";"24,94"
"1578837600";"12.01.2020 16:00";"25,27";"25,27";"25,27";"25,27"
"1578841200";"12.01.2020 17:00";"25,69";"25,69";"25,69";"25,69"
"1578844800";"12.01.2020 18:00";"26,5";"26,5";"26,5";"26,5"
"1578848400";"12.01.2020 19:00";"29,72";"29,72";"26,67";"29,72"
"1578852000";"12.01.2020 20:00";"26,16";"26,16";"26,16";"26,16"
"1578855600";"12.01.2020 21:00";"25,62";"25,62";"25,62";"25,62"
"1578859200";"12.01.2020 22:00";"25,53";"25,53";"25,53";"25,53"
"1578862800";"12.01.2020 23:00";"25,48";"25,48";"25,48";"25,48"
"1578866400";"13.01.2020 00:00";"24,27";"24,27";"24,27";"24,27"
"1578870000";"13.01.2020 01:00";"22,52";"22,52";"22,52";"22,52"
"1578873600";"13.01.2020 02:00";"23,91";"23,91";"23,91";"23,91"
"1578877200";"13.01.2020 03:00";"23,96";"23,96";"23,96";"23,96"
"1578880800";"13.01.2020 04:00";"24,26";"24,26";"24,26";"24,26"
"1578884400";"13.01.2020 05:00";"25,01";"25,01";"25,01";"25,01"
"1578888000";"13.01.2020 06:00";"25,99";"25,99";"25,99";"25,99"
"1578891600";"13.01.2020 07:00";"29,68";"29,68";"29,68";"29,68"
"1578895200";"13.01.2020 08:00";"40,97";"40,97";"40,97";"40,97"
"1578898800";"13.01.2020 09:00";"47,7";"47,7";"33,91";"47,7"
"1578902400";"13.01.2020 10:00";"48,32";"48,32";"31,9";"48,32"
"1578906000";"13.01.2020 11:00";"47,72";"47,72";"35,57";"47,72"
"1578909600";"13.01.2020 12:00";"46,07";"46,07";"33,89";"46,07"
"1578913200";"13.01.2020 13:00";"45,87";"45,87";"30,23";"45,87"
"1578916800";"13.01.2020 14:00";"44,58";"44,58";"29,94";"44,58"
"1578920400";"13.01.2020 15:00";"43,36";"43,36";"29,26";"43,36"
"1578924000";"13.01.2020 16:00";"44,56";"44,56";"29,25";"44,56"
"1578927600";"13.01.2020 17:00";"42,63";"42,63";"37,71";"42,63"
"1578931200";"13.01.2020 18:00";"45,68";"45,68";"39,98";"45,68"
"1578934800";"13.01.2020 19:00";"44,19";"44,19";"27,98";"44,19"
"1578938400";"13.01.2020 20:00";"27,39";"27,39";"27,39";"27,39"
"1578942000";"13.01.2020 21:00";"26,48";"26,48";"26,48";"26,48"
"1578945600";"13.01.2020 22:00";"29,61";"29,61";"26,04";"29,61"
"1578949200";"13.01.2020 23:00";"26,61";"26,61";"25,34";"26,61"
"1578952800";"14.01.2020 00:00";"23,4";"23,4";"23,4";"23,4"
"1578956400";"14.01.2020 01:00";"27,1";"27,1";"22,21";"27,1"
"1578960000";"14.01.2020 02:00";"27";"27";"17,14";"27"
"1578963600";"14.01.2020 03:00";"12,31";"12,31";"12,31";"12,31"
"1578967200";"14.01.2020 04:00";"12,76";"12,76";"12,76";"12,76"
"1578970800";"14.01.2020 05:00";"18,5";"18,5";"18,5";"18,5"
"1578974400";"14.01.2020 06:00";"20,45";"20,45";"20,45";"20,45"
"1578978000";"14.01.2020 07:00";"29,69";"29,69";"24,63";"29,69"
"1578981600";"14.01.2020 08:00";"45,42";"45,42";"27,9";"45,42"
"1578985200";"14.01.2020 09:00";"45,41";"45,41";"26,13";"45,41"
"1578988800";"14.01.2020 10:00";"42,96";"42,96";"25,92";"42,96"
"1578992400";"14.01.2020 11:00";"29,61";"29,61";"25,97";"29,61"
"1578996000";"14.01.2020 12:00";"38,34";"38,34";"26,1";"38,34"
"1578999600";"14.01.2020 13:00";"29,7";"29,7";"25,51";"29,7"
"1579003200";"14.01.2020 14:00";"29,61";"29,61";"25,6";"29,61"
"1579006800";"14.01.2020 15:00";"29,69";"29,69";"25,76";"29,69"
"1579010400";"14.01.2020 16:00";"45,4";"45,4";"26,2";"45,4"
"1579014000";"14.01.2020 17:00";"42,95";"42,95";"26,55";"42,95"
"1579017600";"14.01.2020 18:00";"27,82";"27,82";"26,88";"27,82"
"1579021200";"14.01.2020 19:00";"26,45";"26,45";"26,45";"26,45"
"1579024800";"14.01.2020 20:00";"25,9";"25,9";"25,9";"25,9"
"1579028400";"14.01.2020 21:00";"25,12";"25,12";"25,12";"25,12"
"1579032000";"14.01.2020 22:00";"23,82";"23,82";"23,82";"23,82"
"1579035600";"14.01.2020 23:00";"22,3";"22,3";"22,3";"22,3"
"1579039200";"15.01.2020 00:00";"12,4";"12,4";"12,4";"12,4"
"1579042800";"15.01.2020 01:00";"16,14";"16,14";"16,14";"16,14"
"1579046400";"15.01.2020 02:00";"14,45";"14,45";"14,45";"14,45"
"1579050000";"15.01.2020 03:00";"9,98";"9,98";"9,98";"9,98"
"1579053600";"15.01.2020 04:00";"11,16";"11,16";"11,16";"11,16"
"1579057200";"15.01.2020 05:00";"17,51";"17,51";"17,51";"17,51"
"1579060800";"15.01.2020 06:00";"19,35";"19,35";"19,35";"19,35"
"1579064400";"15.01.2020 07:00";"27,21";"27,21";"27,21";"27,21"
"1579068000";"15.01.2020 08:00";"32,07";"32,07";"29,84";"32,07"
"1579071600";"15.01.2020 09:00";"32";"32";"29,13";"32"
"1579075200";"15.01.2020 10:00";"37,31";"37,31";"29,36";"37,31"
"1579078800";"15.01.2020 11:00";"32,1";"32,1";"28,86";"32,1"
"1579082400";"15.01.2020 12:00";"32,08";"32,08";"27,86";"32,08"
"1579086000";"15.01.2020 13:00";"37,31";"37,31";"28,8";"37,31"
"1579089600";"15.01.2020 14:00";"34,03";"34,03";"28";"34,03"
"1579093200";"15.01.2020 15:00";"37,3";"37,3";"27,65";"37,3"
"1579096800";"15.01.2020 16:00";"37,33";"37,33";"29,93";"37,33"
"1579100400";"15.01.2020 17:00";"37,32";"37,32";"30,61";"37,32"
"1579104000";"15.01.2020 18:00";"32,08";"32,08";"30,19";"32,08"
"1579107600";"15.01.2020 19:00";"29,89";"29,89";"29,78";"29,89"
